Bailey,Continent,20,10,11,12,30,40,130,140,120,121,122,110,80,81,82,50,100,60,62,61,90,70,71,72,160,170,180,150,151,152,153,190,200,201,202,210,220,230
52,Oceania,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","60,20,0,20","50,35,0,15","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
52,EurAsia,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","80,0,0,20","85,0,0,15","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","80,10,0,10","24,70,1,5","5,89,1,5","24,70,1,5","40,50,0,10","40,50,0,10","30,60,0,10","70,20,0,10","30,60,0,10","30,60,5,5","24,70,1,5","5,89,1,5","24,70,1,5","50,40,0,10","75,0,0,25","70,5,0,25","7,0,0,3","2,6,1,1","8,0,0,2","7,0,0,3","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
52,North America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","80,1,0,19","85,1,0,14","89,1,0,10","1,0,0,99","89,1,0,10","89,1,0,10","89,1,0,10","70,20,0,10","25,69,5,1","5,89,5,1","25,69,5,1","40,50,0,10","40,50,0,10","30,60,0,10","50,40,0,10","30,60,0,10","30,60,5,5","25,69,5,1","5,89,5,1","25,69,5,1","50,40,0,10","75,0,0,25","65,10,0,25","8,1,0,1","2,6,1,1","8,1,0,1","8,1,0,1","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
52,South America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","77,0,0,23","84,0,0,14","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
53,Africa,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","70,0,0,30","85,0,0,15","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","45,0,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
53,Oceania_NZ,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","60,20,0,20","50,35,0,15","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
53,Oceania,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","60,20,0,20","50,35,0,15","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
53,EurAsia,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","80,1,0,19","85,1,0,14","89,1,0,10","1,0,0,99","89,1,0,10","89,1,0,10","89,1,0,10","80,10,0,10","24,70,1,5","5,89,1,5","24,70,1,5","40,50,0,10","40,50,0,10","30,60,0,10","70,20,0,10","30,60,0,10","30,60,5,5","24,70,1,5","5,89,1,5","24,70,1,5","50,40,0,10","75,0,0,25","70,5,0,25","7,0,0,3","2,6,1,1","8,1,0,1","7,0,0,3","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
53,North America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","80,1,0,19","85,1,0,14","89,1,0,10","1,0,0,99","89,1,0,10","89,1,0,10","89,1,0,10","80,10,0,10","25,69,5,1","5,89,5,1","25,69,5,1","40,50,0,10","40,50,0,10","30,60,0,10","70,20,0,10","30,60,0,10","30,60,5,5","25,69,5,1","5,89,5,1","25,69,5,1","50,40,0,10","75,0,0,25","65,10,0,25","8,1,0,1","2,6,1,1","8,1,0,1","8,1,0,1","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
53,South America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","77,0,0,23","84,0,0,14","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","75,0,0,25","70,5,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
54,Africa,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","70,0,0,30","85,0,0,15","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","45,0,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
54,Oceania_NZ,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","60,20,0,20","50,35,0,15","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
54,Oceania,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","60,20,0,20","50,35,0,15","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
54,EurAsia,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","80,0,0,20","85,0,0,15","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","75,0,0,25","75,0,0,25","7,0,0,3","8,0,0,2","8,0,0,2","7,0,0,3","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
54,North America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","80,1,0,19","85,1,0,14","89,1,0,10","1,0,0,99","89,1,0,10","89,1,0,10","89,1,0,10","80,10,0,10","25,69,5,1","5,89,5,1","25,69,5,1","40,50,0,10","40,50,0,10","30,60,0,10","70,20,0,10","30,60,0,10","30,60,5,5","25,69,5,1","5,89,5,1","25,69,5,1","50,40,0,10","75,0,0,25","65,10,0,25","8,1,0,1","2,6,1,1","8,1,0,1","8,1,0,1","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
54,South America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","77,0,0,23","84,0,0,14","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
55,Africa,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","70,0,0,30","85,0,0,15","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","45,0,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
55,Oceania_NZ,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","60,20,0,20","50,35,0,15","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
55,Oceania,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","60,20,0,20","50,35,0,15","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
55,EurAsia,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","80,0,0,20","85,0,0,15","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","80,10,0,10","24,70,1,5","5,89,1,5","24,70,1,5","40,50,0,10","40,50,0,10","30,60,0,10","70,20,0,10","30,60,0,10","30,60,5,5","24,70,1,5","5,89,1,5","24,70,1,5","50,40,0,10","75,0,0,25","70,5,0,25","7,0,0,3","2,6,1,1","8,0,0,2","7,0,0,3","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
55,North America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","80,1,0,19","85,1,0,14","89,1,0,10","1,0,0,99","89,1,0,10","89,1,0,10","89,1,0,10","80,10,0,10","25,69,5,1","5,89,5,1","25,69,5,1","40,50,0,10","40,50,0,10","30,60,0,10","70,20,0,10","30,60,0,10","30,60,5,5","25,69,5,1","5,89,5,1","25,69,5,1","50,40,0,10","75,0,0,25","65,10,0,25","8,1,0,1","2,6,1,1","8,1,0,1","8,1,0,1","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
55,South America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","77,0,0,23","84,0,0,14","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
56,Africa,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","70,0,0,30","85,0,0,15","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","45,0,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
56,Oceania_NZ,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","60,20,0,20","50,35,0,15","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
56,Oceania,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","60,20,0,20","50,35,0,15","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
56,EurAsia,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","80,0,0,20","85,0,0,15","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","75,0,0,25","75,0,0,25","7,0,0,3","8,0,0,2","8,0,0,2","7,0,0,3","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
56,North America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","80,1,0,19","85,1,0,14","89,1,0,10","1,0,0,99","89,1,0,10","89,1,0,10","89,1,0,10","80,10,0,10","25,69,5,1","5,89,5,1","25,69,5,1","40,50,0,10","40,50,0,10","30,60,0,10","70,20,0,10","30,60,0,10","30,60,5,5","25,69,5,1","5,89,5,1","25,69,5,1","50,40,0,10","75,0,0,25","65,10,0,25","8,1,0,1","2,6,1,1","8,1,0,1","8,1,0,1","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
56,South America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","77,0,0,23","84,0,0,14","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
57,Africa,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","70,0,0,30","85,0,0,15","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","95,0,0,5","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","45,0,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
57,Oceania_NZ,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","60,20,0,20","50,35,0,15","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
57,Oceania,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","60,20,0,20","50,35,0,15","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
57,EurAsia,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","80,0,0,20","85,0,0,15","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","80,10,0,10","24,70,1,5","5,89,1,5","24,70,1,5","40,50,0,10","40,50,0,10","30,60,0,10","70,20,0,10","30,60,0,10","30,60,5,5","24,70,1,5","5,89,1,5","24,70,1,5","50,40,0,10","75,0,0,25","70,5,0,25","7,0,0,3","2,6,1,1","8,0,0,2","7,0,0,3","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
57,North America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","80,1,0,19","85,1,0,14","89,1,0,10","1,0,0,99","89,1,0,10","89,1,0,10","89,1,0,10","70,20,0,10","25,69,5,1","5,89,5,1","25,69,5,1","40,50,0,10","40,50,0,10","30,60,0,10","50,40,0,10","30,60,0,10","30,60,5,5","25,69,5,1","5,89,5,1","25,69,5,1","50,40,0,10","75,0,0,25","65,10,0,25","8,1,0,1","2,6,1,1","8,1,0,1","8,1,0,1","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
57,South America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","77,0,0,23","84,0,0,14","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
58,Africa,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","95,0,1,4","95,0,1,4","95,0,1,4","1,0,0,99","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","75,0,0,25","95,0,1,4","8,0,0,2","8,0,1,1","8,0,1,1","8,0,1,1","40,0,5,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
58,Oceania_NZ,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","60,20,0,20","50,35,0,15","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
58,Oceania,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","60,20,0,20","50,35,0,15","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
58,EurAsia,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","80,1,0,19","85,1,0,14","89,1,0,10","1,0,0,99","89,1,0,10","89,1,0,10","89,1,0,10","80,10,0,10","24,70,1,5","5,89,1,5","24,70,1,5","40,50,0,10","40,50,0,10","30,60,0,10","70,20,0,10","30,60,0,10","30,60,5,5","24,70,1,5","5,89,1,5","24,70,1,5","50,40,0,10","75,0,0,25","70,5,0,25","7,0,0,3","2,6,1,1","8,1,0,1","7,0,0,3","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
58,North America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","80,1,0,19","85,1,0,14","89,1,0,10","1,0,0,99","89,1,0,10","89,1,0,10","89,1,0,10","70,20,0,10","25,69,5,1","5,89,5,1","25,69,5,1","40,50,0,10","40,50,0,10","30,60,0,10","50,40,0,10","30,60,0,10","30,60,5,5","25,69,5,1","5,89,5,1","25,69,5,1","50,40,0,10","75,0,0,25","65,10,0,25","8,1,0,1","2,6,1,1","8,1,0,1","8,1,0,1","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
58,South America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","77,0,0,23","84,0,0,14","90,0,0,10","1,0,0,99","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","90,0,0,10","89,1,0,10","75,0,0,25","75,0,0,25","8,0,0,2","8,0,0,2","8,0,0,2","8,0,0,2","40,0,0,10","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
59,Africa,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","95,0,1,4","95,0,1,4","95,0,1,4","1,0,0,99","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","95,0,1,4","75,0,0,25","95,0,1,4","8,0,0,2","8,0,1,1","8,0,1,1","8,0,1,1","40,0,5,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
59,Oceania_NZ,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","60,20,0,20","50,35,0,15","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
59,Oceania,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","60,20,0,20","50,35,0,15","65,30,0,5","1,0,0,99","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","40,50,0,10","20,70,0,10","40,50,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","20,70,0,10","40,50,0,10","20,70,0,10","40,50,0,10","15,60,5,20","75,0,0,25","60,10,0,30","3,4,1,2","1,7,0,2","2,6,0,2","3,4,1,2","10,35,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
59,EurAsia,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","80,1,0,19","85,1,0,14","89,1,0,10","1,0,0,99","89,1,0,10","89,1,0,10","89,1,0,10","80,10,0,10","24,70,1,5","5,89,1,5","24,70,1,5","40,50,0,10","40,50,0,10","30,60,0,10","70,20,0,10","30,60,0,10","30,60,5,5","24,70,1,5","5,89,1,5","24,70,1,5","50,40,0,10","75,0,0,25","70,5,0,25","7,0,0,3","2,6,1,1","8,1,0,1","7,0,0,3","30,5,0,15","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
